experience_level,employment_type,jobs,salary_in_usd,work_setting,company_location,company_size
Mid-level,Full-time,BI and Visualization,120000,Remote,United States,M
Mid-level,Full-time,Data Quality and Operations,65000,Remote,United States,M
Mid-level,Full-time,Data Quality and Operations,60000,Remote,United States,M
Senior,Full-time,Data Engineering,132100,In-person,United States,M
Senior,Full-time,Data Engineering,68400,In-person,United States,M
Senior,Full-time,BI and Visualization,160000,Remote,United States,M
Senior,Full-time,BI and Visualization,140000,Remote,United States,M
Mid-level,Full-time,Data Analysis,62500,Remote,United States,M
Senior,Full-time,Data Analysis,142000,In-person,United States,M
Senior,Full-time,Data Analysis,128000,In-person,United States,M
Senior,Full-time,Data Science and Research,155000,In-person,United States,M
Senior,Full-time,Data Science and Research,139500,In-person,United States,M
Senior,Full-time,Machine Learning and AI,221000,In-person,United States,M
Senior,Full-time,Machine Learning and AI,129000,In-person,United States,M
Senior,Full-time,Data Engineering,259000,In-person,United States,M
Senior,Full-time,Data Engineering,138750,In-person,United States,M
Senior,Full-time,Data Science and Research,100000,In-person,United States,M
Senior,Full-time,Data Science and Research,182750,In-person,United States,M
Senior,Full-time,Data Science and Research,207000,Remote,United States,M
Senior,Full-time,Data Science and Research,141000,Remote,United States,M
Mid-level,Full-time,Data Science and Research,90000,In-person,United States,M
Entry-level,Full-time,Machine Learning and AI,36000,Remote,United States,M
Mid-level,Full-time,Data Science and Research,300000,In-person,United States,M
Mid-level,Full-time,Data Analysis,116700,In-person,United States,M
Mid-level,Full-time,Data Analysis,93400,In-person,United States,M
Entry-level,Full-time,Data Analysis,80000,In-person,United States,M
Entry-level,Full-time,Data Analysis,50000,In-person,United States,M
Mid-level,Full-time,Data Science and Research,179000,In-person,United States,M
Mid-level,Full-time,Data Science and Research,176490,In-person,United States,M
Senior,Full-time,Data Science and Research,195000,In-person,United States,M
Senior,Full-time,Data Science and Research,143750,In-person,United States,M
Mid-level,Full-time,Data Science and Research,162000,In-person,United States,M
Senior,Full-time,Data Science and Research,199000,In-person,United States,M
Senior,Full-time,Data Science and Research,196760,In-person,United States,M
Senior,Full-time,Data Engineering,222000,In-person,United States,M
Senior,Full-time,Machine Learning and AI,70179,Remote,United States,L
Mid-level,Full-time,BI and Visualization,110000,In-person,United States,M
Mid-level,Full-time,BI and Visualization,75000,In-person,United States,M
Senior,Full-time,Machine Learning and AI,80000,In-person,United States,M
Mid-level,Full-time,Data Science and Research,130000,In-person,United States,M
Senior,Full-time,Data Analysis,126500,Remote,United States,M
Senior,Full-time,Data Analysis,78000,Remote,United States,M
Executive,Full-time,Leadership and Management,250000,In-person,United States,M
Executive,Full-time,Leadership and Management,222000,In-person,United States,M
Senior,Full-time,Data Analysis,120000,Remote,United States,M
Mid-level,Full-time,Data Science and Research,204500,In-person,United States,M
Mid-level,Full-time,Data Science and Research,142200,In-person,United States,M
Senior,Full-time,Data Science and Research,297000,In-person,United States,M
Senior,Full-time,Data Science and Research,138000,In-person,United States,M
Mid-level,Full-time,Data Analysis,147600,In-person,United States,M
Mid-level,Full-time,Data Analysis,106300,In-person,United States,M
Senior,Full-time,Data Science and Research,131250,In-person,United States,M
Senior,Full-time,Data Science and Research,128100,In-person,United States,M
Executive,Full-time,Data Engineering,174500,Remote,United States,M
Executive,Full-time,Data Engineering,113000,Remote,United States,M
Entry-level,Full-time,Data Analysis,56500,Hybrid,United States,L
Senior,Full-time,Data Science and Research,227000,Remote,United States,M
Senior,Full-time,Data Science and Research,185000,Remote,United States,M
Mid-level,Full-time,Machine Learning and AI,230000,In-person,United States,M
Mid-level,Full-time,Machine Learning and AI,160000,In-person,United States,M
Senior,Full-time,Data Engineering,138300,In-person,United States,M
Senior,Full-time,Data Engineering,110700,In-person,United States,M
Senior,Full-time,BI and Visualization,130000,In-person,United States,M
Senior,Full-time,BI and Visualization,80000,In-person,United States,M
Senior,Full-time,Data Engineering,212175,Remote,United States,M
Senior,Full-time,Data Engineering,156000,Remote,United States,M
Mid-level,Full-time,Data Analysis,111151,Remote,United States,M
Mid-level,Full-time,Data Analysis,66691,Remote,United States,M
Senior,Full-time,Data Science and Research,138700,In-person,United States,M
Senior,Full-time,Data Analysis,95040,Remote,United States,M
Senior,Full-time,Data Analysis,59400,Remote,United States,M
Senior,Full-time,Machine Learning and AI,197802,Remote,United States,M
Senior,Full-time,Machine Learning and AI,156453,Remote,United States,M
Senior,Full-time,Data Science and Research,144000,In-person,United States,M
Senior,Full-time,Data Quality and Operations,172000,In-person,United States,M
Senior,Full-time,Data Quality and Operations,140000,In-person,United States,M
Senior,Full-time,Data Engineering,122400,Remote,United States,M
Mid-level,Full-time,Data Science and Research,80000,In-person,United States,M
Mid-level,Full-time,Data Science and Research,70000,In-person,United States,M
Senior,Full-time,Data Analysis,90000,In-person,United States,M
Senior,Full-time,Data Engineering,227500,Remote,United States,M
Senior,Full-time,Data Engineering,147500,Remote,United States,M
Mid-level,Full-time,Machine Learning and AI,150000,Remote,United States,M
Mid-level,Full-time,Machine Learning and AI,50000,Remote,United States,M
Mid-level,Full-time,Data Engineering,190000,Remote,United States,M
Mid-level,Full-time,Data Engineering,130000,Remote,United States,M
Mid-level,Full-time,Data Engineering,150000,Remote,United States,M
Mid-level,Full-time,Data Engineering,50000,Remote,United States,M
Mid-level,Full-time,Leadership and Management,172200,Remote,United States,M
Mid-level,Full-time,Leadership and Management,131200,Remote,United States,M
Senior,Full-time,Data Management and Strategy,250000,Remote,United States,M
Senior,Full-time,Data Management and Strategy,100000,Remote,United States,M
Senior,Full-time,Data Engineering,165000,Remote,United States,M
Senior,Full-time,Data Analysis,155000,In-person,United States,M
Senior,Full-time,Data Analysis,280000,In-person,United States,M
Senior,Full-time,Data Analysis,200000,In-person,United States,M
Senior,Full-time,Data Science and Research,290000,In-person,United States,M
Senior,Full-time,Data Science and Research,173200,In-person,United States,M
Senior,Full-time,Data Science and Research,235000,Remote,United States,M
Senior,Full-time,Data Science and Research,204000,Remote,United States,M
Senior,Full-time,Machine Learning and AI,222000,In-person,United States,M
Senior,Full-time,Machine Learning and AI,287500,In-person,United States,M
Senior,Full-time,Machine Learning and AI,212500,In-person,United States,M
Senior,Full-time,Machine Learning and AI,190027,In-person,United States,M
Senior,Full-time,Machine Learning and AI,152022,In-person,United States,M
Senior,Full-time,Machine Learning and AI,198000,Remote,United States,M
Senior,Full-time,Machine Learning and AI,132000,Remote,United States,M
Senior,Full-time,BI and Visualization,125000,Remote,United States,M
Senior,Full-time,BI and Visualization,115000,Remote,United States,M
Senior,Full-time,Leadership and Management,130000,In-person,United States,M
Senior,Full-time,Machine Learning and AI,170700,In-person,United States,M
Senior,Full-time,Machine Learning and AI,113900,In-person,United States,M
Senior,Full-time,Data Engineering,185000,In-person,United States,L
Senior,Full-time,Data Engineering,81000,In-person,United States,L
Senior,Full-time,Data Science and Research,123000,In-person,United States,M
Executive,Full-time,Leadership and Management,80000,In-person,United States,M
Executive,Full-time,Leadership and Management,75000,In-person,United States,M
Mid-level,Full-time,Data Analysis,53000,Remote,United States,M
Mid-level,Full-time,Data Analysis,48000,Remote,United States,M
Mid-level,Full-time,Data Science and Research,125000,In-person,United States,M
Senior,Full-time,Data Engineering,190000,In-person,United States,M
Mid-level,Full-time,Data Engineering,115000,Remote,United States,M
Senior,Full-time,Machine Learning and AI,194000,In-person,United States,M
Senior,Full-time,Machine Learning and AI,175000,In-person,United States,M
Senior,Full-time,Data Analysis,185000,In-person,United States,M
Senior,Full-time,Data Analysis,160000,In-person,United States,M
Senior,Full-time,Data Engineering,185000,In-person,United States,M
Senior,Full-time,Data Engineering,50000,In-person,United States,M
Executive,Full-time,Leadership and Management,70000,In-person,United States,M
Entry-level,Full-time,Data Engineering,130916,In-person,United States,M
Entry-level,Full-time,Data Engineering,120000,In-person,United States,M
Senior,Full-time,Data Science and Research,218213,Remote,United States,M
Senior,Full-time,Data Science and Research,178538,Remote,United States,M
Senior,Full-time,Data Science and Research,202000,In-person,United States,M
Senior,Full-time,Data Science and Research,189750,Remote,United States,M
Senior,Full-time,Data Science and Research,119213,Remote,United States,M
Senior,Full-time,Leadership and Management,162000,In-person,United States,M
Senior,Full-time,BI and Visualization,170200,In-person,United States,M
Senior,Full-time,BI and Visualization,83900,In-person,United States,M
Senior,Full-time,Machine Learning and AI,250944,Remote,United States,M
Senior,Full-time,Machine Learning and AI,205318,Remote,United States,M
Senior,Full-time,Data Engineering,125000,In-person,United States,M
Senior,Full-time,Data Science and Research,135000,In-person,United States,M
Senior,Full-time,Data Science and Research,114000,In-person,United States,M
Senior,Full-time,Data Science and Research,240000,In-person,United States,M
Senior,Full-time,Data Science and Research,163200,In-person,United States,M
Senior,Full-time,Machine Learning and AI,258800,In-person,United States,M
Senior,Full-time,Machine Learning and AI,199200,In-person,United States,M
Senior,Full-time,Data Science and Research,215625,Remote,United States,M
Senior,Full-time,Data Science and Research,159375,Remote,United States,M
Senior,Full-time,Data Science and Research,203000,In-person,United States,M
Senior,Full-time,Data Science and Research,133000,In-person,United States,M
Senior,Full-time,Data Science and Research,272400,In-person,United States,L
Senior,Full-time,Data Science and Research,140100,In-person,United States,L
Senior,Full-time,Data Engineering,282000,In-person,United States,M
Senior,Full-time,Data Engineering,208000,In-person,United States,M
Senior,Full-time,Data Analysis,93919,Remote,United States,M
Senior,Full-time,Data Analysis,51962,Remote,United States,M
Senior,Full-time,Data Science and Research,211000,Remote,United States,M
